employee_id,review_cycle,review_date,performance_rating_recorded,performance_rating_std,scale_type,potential_rating,promotion_ready_flag,manager_id,job_level,country,department,business_unit
312,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,24,IC1,BR,Sales,Retail
313,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,47,IC2,BR,Procurement,Corporate
315,2017,2017-11-20,1,Below Expectations,numeric,High,false,48,IC1,BR,Distribution Centers,Supply Chain
316,2017,2017-11-20,3,Meets Expectations,numeric,High,false,467,IC3,BR,Store Operations,Retail
318,2017,2017-11-20,3,Meets Expectations,numeric,High,false,319,IC2,BR,Procurement,Supply Chain
319,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,297,IC3,BR,Procurement,Supply Chain
320,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,90,IC1,BR,Customer Experience,Customer
321,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,309,M4,BR,Marketing,Corporate
322,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,280,IC1,BR,Store Operations,Retail
323,2017,2017-11-20,3,Meets Expectations,numeric,High,true,165,IC1,BR,Customer Operations,Customer
324,2017,2017-11-20,5,Outstanding,numeric,High,false,254,IC2,BR,Finance,Corporate
326,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,585,IC2,BR,Sales,Retail
327,2017,2017-11-20,2,Developing,numeric,Medium,false,307,M1,BR,People,Corporate
328,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,115,IC1,BR,UX,Digital
330,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,277,IC1,BR,Logistics,Supply Chain
331,2017,2017-11-20,3,Meets Expectations,numeric,High,false,515,IC1,BR,Procurement,Supply Chain
333,2017,2017-11-20,3,Meets Expectations,numeric,Low,true,26,IC1,BR,Sales,Retail
335,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,true,246,M1,BR,Planning,Supply Chain
336,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,341,IC3,AR,Store Operations,Retail
337,2017,2017-11-20,3,Meets Expectations,numeric,High,false,344,IC1,AR,Customer Service,Customer
341,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,8,M1,AR,Sales,Retail
342,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,288,IC1,BR,Customer Operations,Customer
343,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,261,M1,AR,Sales,Retail
344,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,541,IC2,AR,Planning,Supply Chain
345,2017,2017-11-20,2,Developing,numeric,Low,false,368,IC1,AR,Logistics,Supply Chain
346,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,379,IC1,AR,Sales,Retail
347,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,true,401,IC1,AR,Customer Service,Customer
349,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,396,IC1,AR,Regional Operations,Retail
352,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,341,IC4,AR,Marketing,Corporate
355,2017,2017-11-20,3,Meets Expectations,numeric,Low,true,541,IC2,AR,Planning,Supply Chain
357,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,416,IC3,AR,Distribution Centers,Supply Chain
360,2017,2017-11-20,2,Developing,numeric,High,false,396,IC1,AR,Sales,Retail
363,2017,2017-11-20,3,Meets Expectations,numeric,High,true,307,M1,AR,Visual Merchandising,Retail
365,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,363,IC3,AR,Visual Merchandising,Retail
366,2017,2017-11-20,2,Developing,numeric,High,false,379,IC1,AR,Sales,Retail
368,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,357,IC2,AR,Logistics,Supply Chain
373,2017,2017-11-20,5,Outstanding,numeric,Medium,true,541,IC2,AR,Planning,Supply Chain
375,2017,2017-11-20,2,Developing,numeric,High,false,416,IC3,AR,Store Operations,Retail
378,2017,2017-11-20,3,Meets Expectations,numeric,High,false,506,IC1,AR,Regional Operations,Retail
379,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,343,IC2,AR,Sales,Retail
380,2017,2017-11-20,3,Meets Expectations,numeric,High,false,375,IC1,AR,Store Operations,Retail
384,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,227,IC2,BR,Data & Analytics,Corporate
386,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,11,IC1,BR,Visual Merchandising,Retail
390,2017,2017-11-20,5,Outstanding,numeric,Medium,false,116,IC1,BR,Product,Digital
391,2017,2017-11-20,3,Meets Expectations,numeric,High,false,585,IC2,BR,Sales,Retail
392,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,248,IC1,BR,Risk,Corporate
393,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,146,IC1,BR,Regional Operations,Retail
395,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,34,IC2,BR,Regional Operations,Retail
396,2017,2017-11-20,2,Developing,numeric,Low,false,341,IC2,AR,Sales,Retail
398,2017,2017-11-20,1,Below Expectations,numeric,Medium,false,227,IC2,BR,Data & Analytics,Corporate
399,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,585,IC2,BR,Sales,Retail
401,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,541,IC2,AR,Planning,Supply Chain
403,2017,2017-11-20,3,Meets Expectations,numeric,High,false,196,IC3,BR,Legal,Corporate
404,2017,2017-11-20,3,Meets Expectations,numeric,High,false,482,IC4,BR,Product,Digital
405,2017,2017-11-20,3,Meets Expectations,numeric,Medium,true,302,IC1,BR,Procurement,Supply Chain
406,2017,2017-11-20,5,Outstanding,numeric,Medium,false,196,IC4,BR,Legal,Corporate
411,2017,2017-11-20,3,Meets Expectations,numeric,High,false,90,IC1,BR,Customer Experience,Customer
414,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,78,IC1,BR,Visual Merchandising,Retail
416,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,70,IC5,BR,Engineering,Digital
417,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,399,IC1,BR,Sales,Retail
420,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,8,IC3,BR,Digital Marketing,Digital
422,2017,2017-11-20,3,Meets Expectations,numeric,High,false,224,IC1,BR,Visual Merchandising,Retail
423,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,391,IC1,BR,Customer Service,Customer
425,2017,2017-11-20,3,Meets Expectations,numeric,Low,true,9,IC1,BR,Planning,Supply Chain
427,2017,2017-11-20,1,Below Expectations,numeric,Medium,false,165,IC1,BR,Customer Operations,Customer
429,2017,2017-11-20,2,Developing,numeric,Low,true,326,IC1,BR,Sales,Retail
430,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,319,IC2,BR,Procurement,Supply Chain
433,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,303,M1,BR,Customer Experience,Customer
434,2017,2017-11-20,3,Meets Expectations,numeric,High,false,568,IC1,BR,Logistics,Supply Chain
435,2017,2017-11-20,2,Developing,numeric,Low,false,201,IC1,BR,Sales,Retail
436,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,294,IC2,BR,Visual Merchandising,Retail
438,2017,2017-11-20,3,Meets Expectations,numeric,Low,true,281,M2,AR,Visual Merchandising,Retail
439,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,477,IC1,BR,Regional Operations,Retail
440,2017,2017-11-20,2,Developing,numeric,Low,false,321,M2,BR,Marketing,Corporate
441,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,406,IC3,BR,Legal,Corporate
444,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,29,IC4,BR,Strategy,Corporate
447,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,183,IC2,BR,People,Corporate
448,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,208,IC3,BR,Regional Operations,Retail
452,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,355,IC1,AR,Planning,Supply Chain
457,2017,2017-11-20,2,Developing,numeric,Low,false,406,IC3,BR,Legal,Corporate
458,2017,2017-11-20,3,Meets Expectations,numeric,High,false,21,IC1,BR,Store Operations,Retail
460,2017,2017-11-20,3,Meets Expectations,numeric,High,false,391,IC1,BR,Sales,Retail
461,2017,2017-11-20,2,Developing,numeric,Medium,false,243,IC2,BR,Customer Service,Customer
464,2017,2017-11-20,5,Outstanding,numeric,Medium,false,403,IC2,BR,Legal,Corporate
466,2017,2017-11-20,2,Developing,numeric,Medium,false,34,IC2,BR,Regional Operations,Retail
467,2017,2017-11-20,3,Meets Expectations,numeric,High,false,65,M1,BR,Store Operations,Retail
468,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,77,IC1,BR,Store Operations,Retail
469,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,77,IC1,BR,Store Operations,Retail
471,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,261,IC2,BR,Risk,Corporate
473,2017,2017-11-20,3,Meets Expectations,numeric,High,false,585,IC2,BR,Sales,Retail
474,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,335,IC3,BR,Planning,Supply Chain
475,2017,2017-11-20,2,Developing,numeric,Medium,false,324,IC1,BR,Finance,Corporate
476,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,473,IC1,BR,Sales,Retail
477,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,18,IC2,BR,Regional Operations,Retail
479,2017,2017-11-20,5,Outstanding,numeric,Low,false,273,IC2,BR,Visual Merchandising,Retail
482,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,310,IC5,BR,Product,Digital
484,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,270,IC1,BR,Visual Merchandising,Retail
485,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,436,IC1,BR,Visual Merchandising,Retail
486,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,461,IC1,BR,Customer Service,Customer
488,2017,2017-11-20,3,Meets Expectations,numeric,High,true,473,IC1,BR,Sales,Retail
490,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,24,IC1,BR,Sales,Retail
491,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,479,IC1,BR,Visual Merchandising,Retail
493,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,212,M1,BR,Visual Merchandising,Retail
494,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,444,IC3,BR,Strategy,Corporate
495,2017,2017-11-20,2,Developing,numeric,Low,false,146,IC1,BR,Regional Operations,Retail
498,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,71,IC1,BR,Visual Merchandising,Retail
499,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,352,IC2,AR,Customer Operations,Customer
501,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,516,IC1,BR,Data,Digital
502,2017,2017-11-20,2,Developing,numeric,Low,false,294,IC2,BR,Visual Merchandising,Retail
503,2017,2017-11-20,4,Exceeds Expectations,numeric,High,true,212,M2,BR,Store Operations,Retail
504,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,232,IC1,BR,Data & Analytics,Corporate
505,2017,2017-11-20,3,Meets Expectations,numeric,High,false,474,IC1,BR,Planning,Supply Chain
506,2017,2017-11-20,2,Developing,numeric,High,false,336,IC2,AR,Regional Operations,Retail
507,2017,2017-11-20,1,Below Expectations,numeric,High,false,396,IC1,AR,Sales,Retail
509,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,14,M2,BR,Data & Analytics,Corporate
510,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,352,IC2,AR,Customer Service,Customer
511,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,49,IC1,BR,Procurement,Supply Chain
514,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,90,IC1,BR,Customer Experience,Customer
515,2017,2017-11-20,3,Meets Expectations,numeric,Low,true,319,IC2,BR,Procurement,Supply Chain
516,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,197,IC3,BR,Data,Digital
517,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,162,IC3,BR,Distribution Centers,Supply Chain
518,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,208,IC3,BR,Regional Operations,Retail
520,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,90,IC1,BR,Customer Experience,Customer
521,2017,2017-11-20,3,Meets Expectations,numeric,High,false,461,IC1,BR,Customer Service,Customer
522,2017,2017-11-20,2,Developing,numeric,Low,true,283,IC2,BR,Engineering,Digital
523,2017,2017-11-20,3,Meets Expectations,numeric,High,false,553,IC1,BR,Customer Operations,Customer
526,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,355,IC1,AR,Planning,Supply Chain
528,2017,2017-11-20,3,Meets Expectations,numeric,High,true,281,M1,BR,Engineering,Digital
529,2017,2017-11-20,2,Developing,numeric,Medium,true,276,IC1,BR,Logistics,Supply Chain
530,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,352,IC2,AR,Customer Service,Customer
532,2017,2017-11-20,5,Outstanding,numeric,High,false,436,IC1,BR,Visual Merchandising,Retail
534,2017,2017-11-20,3,Meets Expectations,numeric,High,false,283,IC1,BR,Engineering,Digital
535,2017,2017-11-20,2,Developing,numeric,Low,false,319,IC2,BR,Procurement,Supply Chain
536,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,88,IC1,BR,Procurement,Corporate
537,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,440,IC5,BR,Marketing,Corporate
538,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,502,IC1,BR,Visual Merchandising,Retail
539,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,14,M2,BR,Strategy,Corporate
541,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,343,IC3,AR,Planning,Supply Chain
542,2017,2017-11-20,2,Developing,numeric,Medium,false,506,IC1,AR,Regional Operations,Retail
543,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,406,IC3,BR,Legal,Corporate
544,2017,2017-11-20,5,Outstanding,numeric,Low,false,223,IC1,BR,Visual Merchandising,Retail
546,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,280,IC1,BR,Store Operations,Retail
547,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,494,IC1,BR,Strategy,Corporate
548,2017,2017-11-20,1,Below Expectations,numeric,High,false,308,IC1,BR,Store Operations,Retail
549,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,399,IC1,BR,Sales,Retail
550,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,252,IC2,BR,Customer Operations,Customer
551,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,297,IC3,BR,Procurement,Supply Chain
552,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,578,M1,BR,Customer Experience,Customer
553,2017,2017-11-20,1,Below Expectations,numeric,Medium,false,252,IC2,BR,Customer Operations,Customer
554,2017,2017-11-20,3,Meets Expectations,numeric,Low,true,313,IC1,BR,Store Operations,Retail
555,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,295,IC5,BR,Distribution Centers,Supply Chain
556,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,305,IC2,BR,Planning,Supply Chain
557,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,227,IC2,BR,Data & Analytics,Corporate
558,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,473,IC1,BR,Sales,Retail
560,2017,2017-11-20,3,Meets Expectations,numeric,High,false,585,IC2,BR,Sales,Retail
561,2017,2017-11-20,3,Meets Expectations,numeric,High,false,535,IC1,BR,Procurement,Supply Chain
562,2017,2017-11-20,2,Developing,numeric,Medium,false,232,IC2,BR,Data & Analytics,Corporate
564,2017,2017-11-20,1,Below Expectations,numeric,Low,false,10,M2,BR,Procurement,Supply Chain
565,2017,2017-11-20,3,Meets Expectations,numeric,High,false,152,IC1,BR,UX,Digital
566,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,8,IC4,BR,Digital Marketing,Digital
567,2017,2017-11-20,2,Developing,numeric,High,true,212,M2,BR,Store Operations,Retail
568,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,162,IC2,BR,Logistics,Supply Chain
570,2017,2017-11-20,3,Meets Expectations,numeric,High,false,482,IC4,BR,Product,Digital
571,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,139,IC1,BR,Sales,Retail
572,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,365,IC1,AR,Visual Merchandising,Retail
573,2017,2017-11-20,5,Outstanding,numeric,Medium,false,12,IC1,BR,Regional Operations,Retail
574,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,396,IC1,AR,Sales,Retail
575,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,379,IC1,AR,Sales,Retail
576,2017,2017-11-20,4,Exceeds Expectations,numeric,High,false,598,IC3,BR,Finance,Corporate
577,2017,2017-11-20,3,Meets Expectations,numeric,High,false,173,IC1,BR,Visual Merchandising,Retail
578,2017,2017-11-20,3,Meets Expectations,numeric,High,false,121,M3,BR,Customer Experience,Customer
579,2017,2017-11-20,4,Exceeds Expectations,numeric,Medium,false,31,IC1,BR,Regional Operations,Retail
580,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,336,IC1,AR,Store Operations,Retail
581,2017,2017-11-20,3,Meets Expectations,numeric,High,false,285,IC1,BR,Digital Marketing,Digital
582,2017,2017-11-20,5,Outstanding,numeric,High,false,26,IC1,BR,Sales,Retail
583,2017,2017-11-20,5,Outstanding,numeric,Low,true,273,IC2,BR,Visual Merchandising,Retail
584,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,294,IC2,BR,Visual Merchandising,Retail
585,2017,2017-11-20,2,Developing,numeric,Medium,true,141,IC3,BR,Sales,Retail
586,2017,2017-11-20,4,Exceeds Expectations,numeric,Low,false,233,IC3,BR,Visual Merchandising,Retail
587,2017,2017-11-20,3,Meets Expectations,numeric,High,false,8,M1,BR,Digital Marketing,Digital
588,2017,2017-11-20,3,Meets Expectations,numeric,High,false,576,IC2,BR,Digital Marketing,Digital
589,2017,2017-11-20,3,Meets Expectations,numeric,Low,false,42,IC1,BR,Sales,Retail
590,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,416,IC4,BR,Engineering,Digital
591,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,464,IC1,BR,Legal,Corporate
592,2017,2017-11-20,2,Developing,numeric,Medium,false,243,IC2,BR,Customer Service,Customer
593,2017,2017-11-20,3,Meets Expectations,numeric,Medium,false,55,IC1,BR,Legal,Corporate
1,2018,2018-11-20,2,Developing,numeric,Low,true,12,IC1,BR,Regional Operations,Retail
3,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,48,IC1,BR,Distribution Centers,Supply Chain
8,2018,2018-11-20,3,Meets Expectations,numeric,Medium,true,692,M3,BR,Procurement,Corporate
9,2018,2018-11-20,2,Developing,numeric,High,false,335,IC3,BR,Planning,Supply Chain
10,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,309,M4,BR,Procurement,Supply Chain
11,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,273,IC2,BR,Visual Merchandising,Retail
12,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,406,IC3,BR,Regional Operations,Retail
13,2018,2018-11-20,3,Meets Expectations,numeric,High,false,174,IC1,BR,Regional Operations,Retail
14,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,309,M3,BR,Marketing,Corporate
16,2018,2018-11-20,3,Meets Expectations,numeric,High,true,90,IC1,BR,Customer Experience,Customer
17,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,26,IC1,BR,Sales,Retail
18,2018,2018-11-20,3,Meets Expectations,numeric,High,false,406,IC3,BR,Regional Operations,Retail
20,2018,2018-11-20,3,Meets Expectations,numeric,High,false,48,IC1,BR,Distribution Centers,Supply Chain
21,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,162,IC2,BR,Sales,Retail
24,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,162,IC2,BR,Sales,Retail
26,2018,2018-11-20,4,Exceeds Expectations,numeric,High,true,162,IC2,BR,Sales,Retail
27,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,406,IC3,BR,Regional Operations,Retail
28,2018,2018-11-20,5,Outstanding,numeric,Medium,false,630,IC2,BR,Finance,Corporate
29,2018,2018-11-20,2,Developing,numeric,Medium,false,81,IC5,BR,Procurement,Corporate
31,2018,2018-11-20,5,Outstanding,numeric,High,false,34,IC2,BR,Regional Operations,Retail
32,2018,2018-11-20,1,Below Expectations,numeric,Medium,false,294,IC2,BR,Visual Merchandising,Retail
34,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,208,M1,BR,Regional Operations,Retail
36,2018,2018-11-20,2,Developing,numeric,Low,false,48,IC1,BR,Distribution Centers,Supply Chain
45,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,335,IC4,BR,Planning,Supply Chain
47,2018,2018-11-20,2,Developing,numeric,Medium,false,45,IC3,BR,Procurement,Corporate
48,2018,2018-11-20,3,Meets Expectations,numeric,High,false,297,IC3,BR,Distribution Centers,Supply Chain
50,2018,2018-11-20,3,Meets Expectations,numeric,High,false,384,IC1,BR,Data & Analytics,Corporate
55,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,119,IC2,BR,Legal,Corporate
57,2018,2018-11-20,3,Meets Expectations,numeric,High,false,298,IC2,BR,People,Corporate
59,2018,2018-11-20,2,Developing,numeric,Medium,false,162,IC1,BR,Strategy,Corporate
60,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,321,IC4,BR,Marketing,Corporate
61,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,162,IC2,BR,Sales,Retail
62,2018,2018-11-20,2,Developing,numeric,High,false,,D1,BR,Procurement,Corporate
63,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,48,IC1,BR,Distribution Centers,Supply Chain
64,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,139,IC1,BR,Sales,Retail
65,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,14,M2,BR,Sales,Retail
66,2018,2018-11-20,3,Meets Expectations,numeric,High,false,691,IC2,BR,Store Operations,Retail
69,2018,2018-11-20,3,Meets Expectations,numeric,High,false,623,IC2,BR,Logistics,Supply Chain
70,2018,2018-11-20,5,Outstanding,numeric,Medium,false,673,M2,BR,Customer Operations,Customer
72,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,73,IC1,BR,Risk,Corporate
73,2018,2018-11-20,2,Developing,numeric,Medium,false,261,IC3,BR,Risk,Corporate
74,2018,2018-11-20,5,Outstanding,numeric,High,false,160,IC1,BR,Sales,Retail
75,2018,2018-11-20,1,Below Expectations,numeric,Low,false,155,IC1,BR,Legal,Corporate
76,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,true,200,IC1,BR,People,Corporate
77,2018,2018-11-20,3,Meets Expectations,numeric,High,false,467,IC2,BR,Store Operations,Retail
78,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,586,IC2,BR,Visual Merchandising,Retail
81,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,187,M1,BR,Procurement,Corporate
82,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,92,IC4,BR,Data & Analytics,Corporate
83,2018,2018-11-20,2,Developing,numeric,Low,false,556,IC1,BR,Planning,Supply Chain
84,2018,2018-11-20,3,Meets Expectations,numeric,High,false,780,IC1,BR,Procurement,Supply Chain
85,2018,2018-11-20,3,Meets Expectations,numeric,High,false,391,IC1,BR,Sales,Retail
86,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,177,IC4,BR,Engineering,Digital
88,2018,2018-11-20,3,Meets Expectations,numeric,High,false,138,IC2,BR,Procurement,Corporate
89,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,467,IC3,BR,Store Operations,Retail
90,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,194,IC2,BR,Customer Experience,Customer
91,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,308,IC1,BR,Store Operations,Retail
92,2018,2018-11-20,4,Exceeds Expectations,numeric,High,true,509,M1,BR,Data & Analytics,Corporate
93,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,189,IC1,BR,Customer Service,Customer
94,2018,2018-11-20,2,Developing,numeric,Medium,true,316,IC1,BR,Store Operations,Retail
95,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,251,IC1,BR,Regional Operations,Retail
96,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,142,IC1,BR,Visual Merchandising,Retail
100,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,254,IC2,BR,Finance,Corporate
101,2018,2018-11-20,2,Developing,numeric,High,false,395,IC1,BR,Regional Operations,Retail
102,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,90,IC1,BR,Customer Experience,Customer
105,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,28,IC1,BR,Finance,Corporate
109,2018,2018-11-20,2,Developing,numeric,Medium,false,48,IC2,BR,Distribution Centers,Supply Chain
113,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,183,IC2,BR,People,Corporate
115,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,518,IC2,BR,Regional Operations,Retail
116,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,243,IC2,BR,Customer Service,Customer
117,2018,2018-11-20,3,Meets Expectations,numeric,High,false,261,IC2,BR,Risk,Corporate
118,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,81,IC2,BR,Product,Digital
119,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,196,IC4,BR,Legal,Corporate
121,2018,2018-11-20,3,Meets Expectations,numeric,High,true,309,M4,BR,Sales,Retail
123,2018,2018-11-20,3,Meets Expectations,numeric,High,false,242,IC1,BR,Customer Service,Customer
126,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,568,IC1,BR,Logistics,Supply Chain
128,2018,2018-11-20,3,Meets Expectations,numeric,High,false,162,IC2,BR,Sales,Retail
132,2018,2018-11-20,3,Meets Expectations,numeric,High,false,494,IC1,BR,Strategy,Corporate
133,2018,2018-11-20,5,Outstanding,numeric,Low,true,90,IC1,BR,Customer Experience,Customer
134,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,189,IC1,BR,Customer Service,Customer
137,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,166,IC1,BR,Procurement,Corporate
138,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,45,IC3,BR,Procurement,Corporate
139,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,630,IC2,BR,Sales,Retail
142,2018,2018-11-20,1,Below Expectations,numeric,High,false,162,IC2,BR,Sales,Retail
143,2018,2018-11-20,2,Developing,numeric,Medium,false,430,IC1,BR,Procurement,Supply Chain
146,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,34,IC2,BR,Regional Operations,Retail
148,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,9,IC1,BR,Planning,Supply Chain
149,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,48,IC1,BR,Distribution Centers,Supply Chain
150,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,461,IC1,BR,Customer Service,Customer
153,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,70,M1,BR,Data,Digital
155,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,119,IC2,BR,Legal,Corporate
156,2018,2018-11-20,3,Meets Expectations,numeric,High,false,278,IC2,BR,People,Corporate
158,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,302,IC1,BR,Procurement,Supply Chain
